Node name,Node pack name,Display Name,Simple Name,Long docstring,Short docstring,Tags,Icon
IPAdapterEmbedsBatch,ComfyUI_IPAdapter_plus,IPAdapter Embeds Batch,Batch Image Embedding Processor,"The IPAdapterEmbedsBatch node is designed to handle batch processing of image embeddings within the IPAdapter framework. It extends the capabilities of IPAdapterEmbeds by enabling the processing of multiple embeddings simultaneously, optimizing for efficiency and scalability in embedding operations.",Process batch image embeddings efficiently.,"['Controls', 'IPAdapter', 'IPAdapter']",camera-rotate
IPAdapterUnifiedLoader,ComfyUI_IPAdapter_plus,IPAdapter Unified Loader,Unified IP Configuration Loader,"The IPAdapterUnifiedLoader node serves as a foundational component for loading various IPAdapter configurations, facilitating the dynamic integration of different model presets and computational backends. It abstracts the complexity of handling diverse input parameters, offering a streamlined approach to adapt image processing algorithms to specific needs.",Load and integrate various IPAdapter configurations.,"['Controls', 'IPAdapter', 'IPAdapter']",code-compare
IPAdapterLoadEmbeds,ComfyUI_IPAdapter_plus,IPAdapter Load Embeds,Embedding Loader,"The IPAdapterLoadEmbeds node is designed for loading pre-saved embedding vectors from files with a specific extension, facilitating the reuse of embeddings in image processing applications.",Load pre-saved embedding vectors from files.,"['Controls', 'IPAdapter', 'IPAdapter']",file-arrow-down
IPAdapterRegionalConditioning,ComfyUI_IPAdapter_plus,IPAdapter Regional Conditioning,Image Region Editor,"This node specializes in applying regional conditioning to images within the IPAdapter framework. It leverages masks to selectively apply positive and negative prompts to specific areas of an image, enabling fine-grained control over the generation process. This functionality is crucial for tasks requiring targeted adjustments or enhancements, such as modifying specific image regions without affecting the overall composition.",Apply regional conditioning to images with masks.,"['Controls', 'RegionalImageProcessing']",mask
IPAdapterStyleComposition,ComfyUI_IPAdapter_plus,IPAdapter Style & Composition SDXL,Style & Composition Enhancer,"This node specializes in the application of style and composition adjustments to images using IP adapters, enabling the enhancement or alteration of visual elements through advanced image processing techniques.",Apply style and composition adjustments to images.,"['Controls', 'IPAdapter', 'IPAdapter']",photo-film
IPAdapterWeightsFromStrategy,ComfyUI_IPAdapter_plus,IPAdapter Weights From Strategy,Strategy-Based Weight Generator,"The IPAdapterWeightsFromStrategy node is designed to generate weights for image processing based on a specified strategy. It allows for the dynamic adjustment of image processing parameters, facilitating tailored image manipulation according to the strategy chosen.",Generate dynamic weights for image processing.,"['Controls', 'IPAdapter']",file-image
IPAdapter,ComfyUI_IPAdapter_plus,IPAdapter,Image Processing Adapter,"The IPAdapter node serves as a modular component designed to adapt and apply various image processing techniques to models within the ComfyUI framework. It enables the customization and enhancement of image generation processes through a diverse set of parameters and methods, facilitating a wide range of artistic and technical manipulations.",Apply image processing techniques to ComfyUI models.,"['Controls', 'IPAdapter', 'IPAdapter']",image-portrait
IPAdapterCombineWeights,ComfyUI_IPAdapter_plus,IPAdapter Combine Weights,Weight Merger,"The IPAdapterCombineWeights node is designed to aggregate and combine weight values from two different sources, providing a unified set of weights and their count. This functionality is essential for operations that require the blending or merging of weight parameters from distinct inputs, facilitating more nuanced control over weight-based computations or adjustments.",Aggregate and combine weights from two sources.,"['Controls', 'IPAdapter']",shapes
IPAdapterEncoder,ComfyUI_IPAdapter_plus,IPAdapter Encoder,Image Encoder With Adaptations,"The IPAdapterEncoder node is designed to encode images with specific adaptations, leveraging additional parameters such as weight and mask to fine-tune the encoding process. It aims to enhance image processing tasks by integrating clip vision capabilities and custom adaptations.",Encode images with fine-tuned parameters and clip vision.,"['Controls', 'IPAdapter', 'IPAdapter']",photo-film
IPAdapterCombineParams,ComfyUI_IPAdapter_plus,IPAdapter Combine Params,Parameter Combiner,"This node is designed to combine multiple sets of parameters for IP adapters, allowing for the flexible integration of various input parameters into a single, unified set. It supports the aggregation of images, attention masks, weights, weight types, and start and end points from up to five different parameter sets, facilitating complex parameter management and customization in image processing tasks.",Combine multiple parameter sets for IP adapters.,"['Controls', 'IPAdapter', 'IPAdapter']",diagram-next
IPAdapterWeights,ComfyUI_IPAdapter_plus,IPAdapter Weights,Weight Manager,"The IPAdapterWeights node is designed to manage and manipulate weights within the IPAdapter framework, focusing on the application of weight strategies for image processing. It enables the customization of weight distribution across frames, supports various timing methods, and facilitates the integration of images with weight-based adjustments.",Manage and manipulate image processing weights.,"['Controls', 'IPAdapter']",file-image
IPAdapterStyleCompositionBatch,ComfyUI_IPAdapter_plus,IPAdapter Style & Composition Batch SDXL,Batch Style Blender (Adv.),"The IPAdapterStyleCompositionBatch node is designed for advanced image processing, specifically focusing on blending and enhancing images through style and composition adjustments. It extends the capabilities of IPAdapterStyleComposition by allowing batch processing, enabling efficient handling of multiple images simultaneously.",Blend and enhance images in batches.,"['Controls', 'IPAdapter', 'IPAdapter']",photo-film
IPAdapterNoise,ComfyUI_IPAdapter_plus,IPAdapter Noise,Noise Injector,"The IPAdapterNoise node specializes in adding noise to images, offering customizable noise types, strengths, and blur levels. It can optionally work with existing images to enhance or modify their appearance with noise, providing a versatile tool for image processing tasks that require noise injection for effects or testing purposes.",Add customizable noise to images.,"['Image', 'Visual Effects', 'ImageNoise']",file-image
